70; 0.417043
31; 0.082268
76; 0.46215
44; 0.172176
10; 0.012467
94; 0.756303
97; 0.783685
34; 0.100059
75; 0.444102
57; 0.289839
53; 0.242292
47; 0.178576
30; 0.076023
72; 0.425791
14; 0.018284
77; 0.473688
29; 0.068692
36; 0.105233
77; 0.483857
31; 0.078875
86; 0.616493
8; 0.007923
35; 0.119067
56; 0.307622
66; 0.349423
39; 0.124961
52; 0.214872
66; 0.343495
68; 0.369715
35; 0.099611
99; 0.782575
80; 0.505909
70; 0.384461
53; 0.229575
83; 0.547525
10; 0.010345
61; 0.287949
18; 0.031236
43; 0.146321
26; 0.056916
67; 0.391089
53; 0.215501
19; 0.033447
10; 0.010999
3; 0.001337
39; 0.139852
100; 0.797084
39; 0.126245
23; 0.046995
52; 0.217421
39; 0.124968
67; 0.377244
49; 0.198465
38; 0.128392
76; 0.476448
77; 0.523166
84; 0.535871
12; 0.013604
87; 0.585882
43; 0.143838
17; 0.025252
41; 0.134239
96; 0.721065
94; 0.702619
67; 0.364472
48; 0.185834
4; 0.002167
20; 0.038953
15; 0.020667
76; 0.450775
88; 0.584913
38; 0.117567
75; 0.487348
76; 0.449331
52; 0.227523
19; 0.034014
83; 0.559245
45; 0.171722
75; 0.468616
53; 0.285665
10; 0.014898
83; 0.560272
80; 0.518251
65; 0.341742
70; 0.382876
85; 0.566419
39; 0.119985
34; 0.091473
52; 0.216286
25; 0.052601
67; 0.370831
46; 0.175767
38; 0.118736
63; 0.313423
29; 0.068191
61; 0.29242
10; 0.010633
70; 0.380877
64; 0.318218
8; 0.006825
